,0
1122,"I didn't liked what Olver Stone said, but I got his point of view. You are one of my favorite youtubers, and I don't have many. What you are doing is widening our toughts, Thank You! I saw how hard it was for you to talk about this subject"
1123,"Wow, who knew Joe Pesci was so knowledgeable about Russian history!"
1124,So this guy is smart ay .
1125,"44:50 ""nato is a defensive alliance"".  What about when that ""defensive alliance"" bombed an independent Yugoslavia in 1999?"
1126,Lex literally facilitates creation of more valuable content than some other mainstream huge human organizations. If Ukraine series continues next guest should be from the other side.
1127,Easily among the Top 10 YT chans of the 2020s. Also: Paul Stamets is a treasure chest - please tap him!! Rogan can vouch & so can their last pod together.
1128,"Maybe a I'm nitpicking, but I hate how he keeps saying Lex' name. Seems very manipulative
Overal it's  a great conversation though (at 1 hour in)"
1129,"Would be amazing if you could get Richard Evans on the podcast - an amazing historian and intellectual, who in my opinion is one of the most analytical and unbiased intellectuals out there"
1130,Ok this guy seems really smart but isn't this exactly what Trump had kept in check?  ??
1131,"Scott Horton must get on the Lex Fridman Podcast. I love Stephen Kotkin and have listened to him for years, but I would be really interested to see how he responds to being challenged on the moral superiority of the west in geo politics Bc from what I can tell, his bias is very much towards the West."
1132,"""I love you all""
Aww.
So do we Lex.x️️
Tu es une personne merveilleuse et je suis certain que ton père est fier de toi 
Prends soin de toi et de tes proches. Nous vivons des moments difficiles, hérétiques, mais ton travail, le mien, et de toutes les bonnes âmes qui nous entourent changeront la face de notre maison à tous... Et qui, je souhaite, ne sera plus à vendre,
L'IA peut nous aider, à optimiser les répartitions tout en réduisant les conflits.

Azimov was a wize man 

Over"
1133,"This is the second time that I hear the great knock-out Kotkin mention Gandhi once in a lecture, out of the blue, and now in an interview, nobody forcing it upon him neither-, with kinda of a slightly and rapidly supressed admiration. I would be most grateful to you, Mr. Fridman, if on a third round with Stephen Kotkin -please don't let him long of the hook, who else do we have to turn to for insight in this seemingly cursed epoch?-, you could see fit to ask kim about Gandhi and non-violence as a national ""security policy"" in a geopolitical context populated with the national-grandeur-womanising ""leaders"" of sorts you happened to dwell upon in this podcast. Somewhere i feel Mr.Kotkin thinks well of Gandhi as an alternative nationbuilder even if he could not build an alternative nation at all in the always final realist end. He seemed to have stood for nothing Kotkin argues at length (in other videos on the tube) to deem necessary to create a nation that could acquire a free influence sphere, i.e. all the multiple powers America makes Russia so envious about, all the heavy hardware stuff, besides the values that is. Gandhi wanted nothing of that for modern India, and apart from the very profound Swadeshi-economy-ideal the spinningwheel and its kadhi stood for as a multivalent symbol, he appeared to barely tolerate steamtrains beside the much admired Singer sowing machine. And I think he would have had nothing to do with nowaday things that are called Stinger (missiles etc), not even considering the longrun national security interest of India. Nehru did not follow him in that, and could not make do with Gandhis wisdom after the British rolled out and he had to fight-modernise wholesale for India's place in the sun among the non-aligned countries pressed hard between the two cold-war blocks. So what is non-violence as an integral spiritual political nation building program (and not just a possibly useful -given that the British were after all, all in all good sports decolonisation strategy) worth in Stephen Kotkin well armed prudential world...? Gandhi was definitely thinking about economy, peace, ecology, sustainability avant-la-lettre in all their interactions and all kinds of important public issues we face and he was in no way a mere fakir in a loincloth (Churchill) pulling some uncanny tricks on the white man. So what was he, and what might he still be now in our age for Kotkin's penetrating gaze? I close my eyes and I can hear Kotkin come up with a resignated ""Ah Gandhi, shame that...""-statement. 
Could the new whole of a world grounded in wisdom old as the mountains Gandhi always stood for and realistically pretended India to follow him along in, and which he did not get from his follower-devotional-Bapudhji callers, could this integral Gandhi for some realistic but in its reasonableness unsuspected consideration on the part of Kotkin not have induced this, his ""shame that""- kinda statement I think I hear from his lips? I would like a man that can measure a perduring abyss (Stalin), have measure the durableness of a mountain like the Mahatma...
Thank you most gratefully for your very considerate work and God bless. Many wellwishing greetings to you from Nazareth, Belgium."
1134,"11min mark. Stalin didn't value an individual life. Really? Thats the leading thought about a dude who read every individuals name before and after they died... and many died trying to fulfill that simple yet very difficult task. Deluding himself... yuk. Cannot listen to much more. ... he more than any other will bring the Stalin prophecy  into a reality faster than it should. 
When Stalin is eulogised. The end is nigh. 
With his complete mis representations. That can be the only outcome.
He leaves out so many central parts/facets its hard to believe anything he comes up with.
Was taught if your critical you better offer something tangible. Stalin was Rothschild bag man in the Baku oilfields. When Trotsky turned up with Rockerfella gold, Stalin maintained his composure as the best money man the Revolution required. And its quite simple to deduct that a natural response to why are internationals dealing so shady with us. That you would believe that subjugation is a part of that. So his entire thesis from the 15m to 22m mark is so far from the realities. That kotkin can only be one thing. A paid charlatan who believes his own lies. And he knows he is doing it. Why else is it so hard to prize the next volume out of him...and on que. The cold War bs again."
1135,I've never seen such a poetic and  rhetorical tour de force from Kotkin.
1136,The truth was in Oliver Stone's interview.
1137,Definitely take his opinions over Stone…thanks Lex for guests who have many different perspectives
1138,Great video   Thank you... Lex
1139,"NATO doesn't attack? Tell that to former Yugoslavia, millions of dead in Iraq & the destruction of Lybia. I respect getting the other view but so many holes in Stephen's point of view."
1140,Stephen speaking out of my heart once again.
1141,I’d love you to interview an RF or microwave engineer
1142,Haha this guy doesn’t understand Russia or Russians at all.
1143,Would be amazing if he could have interview with Julian Assange!
1144,"No disrespect, but l feel that all the ambiguity and diversity Kotkin is allotted has gone to the timbre of his voice - try to determine is it a man or a woman speaking without seeing him. 

In words and reasoning he is so obviously and rigidly subscribed to a certain narrative it makes everything he says very predictable. 

Being a historian is not about committing to some point of view and building upon it with with selected facts and factoids while totally ignoring everything that doesn't fit the seemingly solid edifice."
1145,"37:55

""Sovereign countries get to choose whatever alliances they want to...""

Except when it comes to America and countries around it.
Cuba can have Soviet missiles ?"
1146,You handled this podcast very well Lex! 
1147,"Yes, you should go and visit those countries, see with your own eyes, hear the screams from both sides, review all conditions of each deal presented to both sides, meet all people involved and talk to them, and bring us back your aspect of the truth without fear of censorship. I'll believe you because you have a big heart."
1148,Will watch again
1149,You know I think Joe Pesci is onto something here. Really insightful
1150,I guess that historian guest only studied Hollywood stories about Russia...  
1151,Wow kotkin lost me on the rape metaphor. That's classic pseudointellectualism.
1152,"Respect for Stephen Kotkin, very sober and clear view of Russia"
1153,"I listened to Kotkin and am glad I did, but I see him as an ivory tower pawn touting Western exceptionalism with an exclusively Western lens.

His stance that NATO is purely defensive is weak and his assertion that the whole world is Western because of institutional leadership is more flawed ever day. 

I bet he wears Skechers to the Hermitage. 

Negotiate, end the fighting."
1154,This is going to give Mr. Stone a heart-attack.
1155,Wow this is incredible!
1156,No you write history but your understanding of Russian soul is not sufficient
1157,This was the exact opposite feeling listening to Kotkin vs. the 2 hrs of frustration I felt having to listen to Stone and not being able to respond to his intentional half truths.
1158,The most cohesive and in depth explanation of Russia and Ukraine I've heard. A brilliant and articulate scholar.
1159,Oliver Stone made more sense to me
1160,Most fascinating discussion. I love Stephen Kotkin amd Lex brings out the best in him.
1161,"Kotkin is great but at the end of the day he’s a statist and will look down on those who are anti-interventionism. They think it’s impossible to hate communism, but have no desire to go to or support war.

His ballwashing of the Fed and central banks is pretty funny. Their policies are destroying our currencies but we’re still the envy of the world….for now lol"
1162,"Jesus, what’s with all the deep sighs? Have a coke, or a coffee, or something, and get in the game, ffs."
1163,"Stephen Kotkin, brilliant man!"
1164,Get Mearsheimer!
1165,"He touches on a lot of historical facts ,however we truly don't know the truth about this so-called television production of this War which can be manipulated too easily, especially since we have been lied to over the last 5 wars concerning the US..Thank you for bringing this information forward for all to review, Outstanding ..!"
1166,"As far as I know, we are all living on a globe. It seems rather silly to define a ""west"" as opposed to an ""east"", while living on a globe. At least if you are interested in making factual statements. If you are interested in making political statements, it becomes a different matter. It that case you can call things whatever suits your political interests.

I would have been interested in hearing factual statements from a esteemed historian like mister Kotkin. However I am not interested in hearing political statements from mister Kotkin. So I stopped after about 10 minutes.

Have a wonderful journey to your beloved lands Lex."
1167,"Suggest Fiona Hill, former NSC staffer, as an interview. She has a lot of up-close and personal with Putin and understands his connection with Russian (and Ukrainian) history."
1168,What a Polemist
1169,lol I almost daily watch out for a kotkin upload on youtube but there hasnt been one recently. good job lexi. Please also get peter zeihan on these two are amazin
1170,Who knew Joe Pesci is so into Russian issues.
1171,I'm not feelin this guest like all the rest of you fanboys. Just me I guess. He seems like a NATO  apologist to me.
1172,Great intro my man🇬🇧
1173,"As above, so below; hunter gatherer alpha based on the ability to forge alliance s still today. Wonderful interview, I feel more centered, heartened."
1174,"Everything is the West' fault, sounds pretty lefty to me ^^"
1175,"This is precisely the balance that was needed after the Oliver Stone interview. Thank you, Lex."
1176,Hey Lexus 
1177,"lost me @ 37:00

nonsense!"
1178,"""Your salad is screaming in pain"" instantly made me think that's lex's russian romance coming out  love it 

Joe Rogan Podcast on Spotify can't comment on there so yea "
1179,i feel kotkin is making a lot of this stuff up... not really using real-life examples or hard facts like dates or historical examples
1180,"Thank you Lex and Steven Kotkin.
Amazing and insightful conversation."
1181,"@lex fridman,  really enjoyed the podcast. Have short question though. What the pain of russian  people are you talking about?  Could you please clarify on that?"
1182,"And this all details the difference between the Ukrainians and the Afghans.   The Ukrainians are willing to fight for their freedom and the Afghans aren't. Why?  Religious fervour.   And this is where the west misunderstood Afghanistan.  Their religion rules over everything else.  Democracy, education, wealth, freedom, prosperity takes a back seat.  The people in Afghanistan have been brainwashed for hundreds and hundreds of years by their religion and it isn't modernizing or evolving in any substantive way.  I just don't see any country that is so dominated by their beliefs this way to be able to develop a modern democracy.  It just was a terrible mistake going into Afghanistan thinking westerners could help move this backward place toward science, democracy, and freedom unless they stayed for hundreds of years."
1183,I've come to realize that it doesn't matter what field your guest is in. Every human being has the potential to be fascinating
1184,What a fetid pile of lies and vulgar propaganda! Cheap and revolting.
1185,"I hope he would speak to the affect on Russia of living just above, north of, the Middle East while the West waged war in Yemen, through Saudi Arabia, Iraq, carpet bombing them, more than half of them children, now a failed state, Iran’s ultimate nuclear treaty break, failed 20 year war in Afghanistan after that illegal invasion and the devastation that’s caused to those ppl’s, the death of Gaddafi in Libya, now a failed state… given their Geopolitical location to these countries and the US’s military budget, I wonder if these last twenty years of devastation in these countries just to the south of them as had any affect on their thinking and actions in Ukraine and the rest of the World?"
1186,"Hey Lex - just shot you a couple of emails and applied for a Video Editor position. If for whatever reason those 3 attempts to get on your radar didn't work, I hope this one does!"
1187,"Lex, I have enjoyed MR Kotkin and his views. What I was wondering about is, Is there any  wisdom in you searching for the early days of The Bolshevik revolution. I heard that originally it was called the ""Great sharing"". Is this true ?. The totalitarian phase seems to always be the focus. Was it ever a pure pursuit  of the revolutionaries or  was it always just a sales pitch by the power hungry? Trotsky seems to be a character in the pursuit of  the sharing aspect.. Could you have Mr Kotkin or another historian on to research this era."
1188,Yeah F oliver stone!
1189,Have kotkin on more=I will watch more.
1190,Did Nato attack  Afghanistan?
1191,"A friend said once, ""there's a saying back in Serbia that the Americans will fight Russia down to the last Ukrainian."""
1192,"Thank you, Stephen, for bringing up the stiff resistance to the Nazi occupation of Ukraine. My father was one of those partisans fighting the Nazis as a 16-year old boy, captured and sent to concentration camp, freed by American troops."
1193,This is a great interview!  Why do we refer to Ukrainian and Russian oligarchs yet people that buy elections to control Congress in the United States are just called just rich people doing business? We have our own corruption problem and the techno military industry is only looking out for their bottom line while they' wrap themselves in the American flag. even Jimmy Carter states that we do not live in a functioning democracy. Perhaps this is not so much test of ideals but rather decision between styles of oligarchy and power
1194,end of petro dollar. enuff said.
1195,Thanks you for this excellent content Lex. Professor Kotkin wonderful as usual.
1196,"Unfortunately you can't explain that situation with a rape. Sorry. Geopolitics work and should work differently. Both, all three parties were not playing with open cards. We have to lear from the mistakes. If we don't even recognise them we would not learn from them. He is wrong on Russian aggression. What about Great Britain, the USA???"
1197,This is brilliant and nuanced.  Taken with the inward looking Oliver Stone interview we are treated to the full complexity of the conflict
1198,We love u Lex!  Plz b careful!  Come back to us safely!
1199,What a heartfelt intro Lex. We love you too.
1200,"This video makes me think that Putin is like Raskolnikov in Crime and Punishment, where murder changes a person, especially if they keep getting away with it."
1201,Very eloquent and well spoken though i worry Kotkin's a neocon
1202,"Dear friends, I am speechless, and grateful to Stephen and Lex. I have gained again faith in humanity.
I still hope that the world will be a better place for all of us, no matter where we live and what we believe.
God bless you all,
Rovinj, Croatia"
1203,"The first ten minutes, that's all it took. The most damning critique of Putin's choice you will ever hear."
1204,Did anyone else find his means of delivering a point through repetition really annoying?
1205,"Thank you lex for introducing Stephen to me and for another great episode. I was just thinking about the amount of respect he displayed for you throughout the podcast and you mentioning it at the end just makes me appreciate who you are even more. Love from Romania!
PS: If you need a place to stay before reaching Ukraine/Russia, I would be more than glad to host you in Bucharest."
1206,I think it'd be great if this gentleman would come back and talked about China.
1207,"I am sure Lex must have noticed the high frequency of his first name being used by Mr. Kotkin at certain moments. These ""Lex""es mark the most  interesting parts of the interview and correlate with certain kind of statements."
1208,"This man should have 1.9m views, not ""everything is the west's fault"" Oliver Stone."
1209,"I was expecting at least a small mentioning of UPA and the Bandera cult (then and now) but after listening to the whole podcast it became clear why it couldn't be the case. I guess I was naive and took the title ""historian"" too seriously."
1210,"Oh,Nato doesnt attack, only defends...it is very nice tu forgot what is not convinient. Kosovo, attacking Serbia by Nato, 1999. This is the main reason why this is happening today"
1211,"As always, thanks, Lex; Love and admiration, friend."
1212,"Lex, dear, dear LEX!
PLEASE do not visit Russia right now!  I have become attached to your wonderful heart and mind. As most everyone else here has also. I do not want you to risk your freedom, your health and mental well being. You're needed here.  Please stay safe. We can't afford to lose you!"
1213,Very informative episode. Stephen Kotkin makes his arguments very clear. Thank you
1214,Stephen Kotkin - he believes this propaganda?
1215,Putin's most expensive possession is apparently his ego and the impossible aspirations it leads to. Yet he also whines being outcompeted in a game of carrot and the stick. Maybe Ukraine would have responded better to a carrot than the stick.
1216,"Belittling Russian belief in their greatness  and love for their culture, asserting manipulation for misbehavior without reckoning? What about US moist eyes and decimating indians, invading dozens of countries, fomenting revolutions, taking over assets ? Each country speaks of defending freedoms and 25 mm  Russians died to destroy the majority of the German army. Yes US helped defeat Germany, each country shd be both recognized and critiqued.  Who have been  punished for the over 1.5 mm who have died in US wars in Mideast in Iraq with  lie about wmd and Al Qaeda, in wars vs, Libya, Afghanistan, Libya , Yemen, etc.. western intellectuals, every supposed analyst shd do an honest  comparison as they get their audiences' eyes wet as they choose to forget Assange, or Snowden, or the many fake pretexts for war . Americans can have tears and beliefs... How do their net sufferings due to injustice and price paid to defend their way of life compare with those of other  nations? Why is Cuba an issue but a simple non participation by Ukraine a non issue? The accusations vs Russia are all w real basis?  Aa The CiA conspiracy theories hav no strong basis  historically? Is this guy really covering the scope of his subject? Yes there were mutual corruptions, liesz etc..  but to pooh pooh the concerns of other countries, Lex, u shd it interview real knowledgeable scholars who are also actual practitioners in dealing w the US, that answer these ridiculing remarks this guy spreads so liberally. uS is the country that considers all rules dont apply to itself while lecturing and invading others. not ICC, UNCLos, UN resolutions, etc.. do study the different wars and revolutions in the last 50 years ?"
1217,"I started listening to these podcasts in addition to my AI interest. But Lex, this has become so much more. 

You became aware of your range and influence. Most people today seem to maximize popularity and money afterwards, but you seem to understand that this kind of power is so much more. You really seem to be focusing on education and spreading knowledge, even though going into political issues can and will cause issues to you as a person.

Iam so proud of you taking this step. Some said the Stone interview was one sided and you are countering this argument by giving an alternative view within a week. 
You are really a scientific person and a great educator. Please stay safe, i want to have many more years with your content <3"
1218,This is an excellent history and set the scene for understanding the rights and wrongs of the present war.
1219,Excited to see he's on again!
1220,Thank you Lex for supporting Russia in this war!
1221,I think the US should send Lex to talk to Putin. He could get through his list of grievances and find his humanity.
1222,Askhenazi Jew asks and other  you will never get the truth from here but can dive into their lies.
1223,"I appreciate the diverse perspectives, much to add to my understanding of diverse positions on this subject.  With that being said, it appears that this scholar conveniently leaves aspects out of his perspective.  He employs imperialism.of historical Russia and not enough if at all any of the imperialism of the west especially how it's made through financial institutions."
1224,This guy is ignorant on this subject.
1225,Mr. Kotkin is a treasure. His recent talks with Peter Robinson on the Hoover Institute's Uncommon Knowledge podcast are brilliant.
1226,I feel so stupid when i listen to Lex's podcast... brilliant host and brilliant guest. Thank you and please continue to make me feel stupid.
1227,"Often those trained by academia don’t know how to dialogue well.

They’re too used to just giving their opinions with a mic up front."
1228,"man i am disappointed... I expected so much more objectivity and criticism, a I got this description of the narrative. So one sided and shallow"
1229,"Talks like a no-nonsense mob boss.

‘Your goal is what I say it is. You murdered people, Lex.’"
1230,Saudi arabia cut up a journalist in their embassy in the country of turkey...
1231,Whoa. That intro was heavy. Best wishes on the travelling Lex
1232,"For me this was a breath of fresh perspective, after suffering through Oliver Stone’s opinion."
1233,Love to hear the smart man on this topic. Who doesn't lean one way or the other?
1234,"If the US invasion of Iraq was illegal as you say, who paid the price?"
1235,"30:07 ""Freedom is better than unfreedom"": he's quoting Dmitry Medvedev and he knows it."
1236,Thank YouSLAVA  UKRAINIGLORY UKRAINIANPEOPLE = HEROESYESYESYESPALDIES
1237,I love the clear analysis of Kotkin…
1238,Kotkin coming soon with his volumes on Vladimir Vladimirovich Putin! I wonder how much he makes with his book royalties! May be he should write few volumes on Late Saddam Hussain and Gaddafi! His insights would be highly appreciated! Pity he is a Russian specialist! It’s leave so much lacuna in our understanding of the Middle East!
1239,"Lex, you are my hero. And I never thought I would ever have one, thank you so much. Love you"
1240,"1:14:10 Not saying it's right or wrong, but when you arrest people for decent, it seems so have a large impact on approval ratings."
1241,"Now is the time for all good people to stand up and protect our democracy. All the lawyers, all the movers and shakers must protect our democracy. Now! Get in this fight,"
1242,"Love your work, Mr. Fridman.  Can you please interview, ""Peter Zeihan""?"
1243,Kotkin oratory is one of a master.
1244,I have only started following you in the past two weeks. very very insightful. please be careful if you go to Russia or Ukraine.
1245,"What an amazing talk, I've learned a lot with you both, thank you Lex and Stephen!"
1246,"I didn't like the early tension from Stephen. When he was always repeating your name and using the tense as if you, lex, were the problem. But it got a lot better later on. This was very interesting. It seems Russia has a beta complex, of being weaker than the west but desire to be better. It shows. I had 2 dogs who would fight. Gizmo would bark and bark at batman. Batman was calm until Gizmo made a move and Batman would put him in his place. I think this dynamic is playing out between The West and Russia currently."
1247,27:38 powerful
1248,"Is he Joe Pesci's cousin? Joke aside, great conversation as always"
1249,the differential in views between this one and the oliver stone one is a problem
1250,Monumental interview.
1251,"Dear Lex, 
You're podcast has been such wonderful journey. I think about everything I have learned from the conversations you have had with so many wonderful and informative guests you've had on your podcast and I feel so  grateful for that. You have a lot of us that support you and will continue to support you and your endeavors. Thank you for the service you provide to us by having such an informative, neutral, and non-biased podcast, thank you for asking important, hard and correct questions. We all wish you well and we all wish you a safe journey to both Ukraine and Russia. Please come back to us safely!"
1252,"Lol lex got hit on the head serious.
:( I appreciate his podcasts though. Great guests on the show just laughable commentary from the host."
1253,"Some people want to understand things clearly. The Players in the USA know who Putin is. They know the history. These are the games influential Players play. If you have no power, you are a resource for those with power."
1254,Thank you for sharing!
1255,Russia doesn’t allow the federal reserve to have their banking system in their country 
1256,"Take a shot every time Kotkin says ""Lex""."
1257,so glad you followed Stone with Kotkin
1258,"Dear Lex, please thank your guest for convincing me, with his dodgy self serving arguments which insult the intelligence of your audience, that it is Oliver Stone and John Mearshheimer that are unquestionably right not him …"
1259,"In this episode, Lex hears his name called more than it has in his entire life"
1260,"Honest Q. Accepting Ukraine corruption, is it okay for American(Democracy) political oligarchy to cooperate with Ukraine for financial gains? Pre and post Russian invasion"
1261,"Such a condescending guy, that Kotkin. “You cool with that Lex? You cool with that?” 
I could feel Lex’s wrath building. He choked a bear after the podcast."
1262,He is the best! Real expert.
1263,Great interview but this guy is very opinionated especially for a historian. he seems to be particularly opinionated and dismissive of other perspectives.
1264,37:20  Kotkin Savage 3X OG no cap! 
1265,"Lex, you told us some time ago that you needed time and thought to decide how to approach this very difficult subject and particularly so regarding your own background. I have never heard of Stephen Kotkin before now and can safely say that I am floored by his knowledge and mastery of description and his obvious likeability. 

Your carefully spaced and thoughtful questions and the large uninterrupted space that you give this man to speak is unique and badly needed right now. There are so many informed and not so informed opinions available right now on the war that it has become an information blizzard. This man cuts right through it all with a knowledge , humanity and wisdom that gives hope and at the same time sounds a warning that we do not really know where it is going other than to say that evolution got us this far and surely we can overcome this. 

Your podcast is unmatched and curious minds drink it in!"
1266,"English is not only the international relations communication and information transfer medium. English is the basis of all programming languages, technology frameworks, tools and supporting resources that undergird the information technology future"
1267,"Dude, let me know if you need some assistance. I'm an American Infantry NCO who was raised and born in Ukraine and just got back from there. I know the country  upside down, speak both languages,  and I can help you with logistics and transportation on the ground through my contacts on both sides of the border. I also just like you work on the Documentary about this conflict, because me and my family was shocked in to it. I'll provide you with some valuable information even if you decide to travel with or without me."
1268,Super Super interview thank you
1269,"Lex, you are amazing in producing interesting perspective on complex issues. Mr Stephen has interesting and has strong views ,though not based on historical grounding on the UKraine issue as such. The opinion appeared like a US official pep talk on current war.  On war crimes , not so long ago , ICC was threatened by the same powerful institutionalised nation for arrest if cases against their soldiers were put to trial. Overall still interesting to hear . War is inhuman. This war is transforming slowly into a NATO versus Russsia & eventually the scale of destruction both actual and potential will force all nations of the world to take side, & that's WWIII.A solvable complex problem turned into a non sensical ELT .   Mr Putin may reach Zugzwang soon once offensive weapons are in play."
1270,"I am a simple man, i see Kotkin and i listen and upvote"
1271,37:19 Lex realizing the video is going to get demonetized
1272,What Kotkin is doing on this show is pure one sided prop
1273,Any woman should have the right to apply for NATO membership
1274,I don’t know who Started this war in the first place but we got to beat the invaders 🇺🇦
1275,Such a pleasure to listen to Stephen in this forum.
1276,"Hey lex, have you heard of Gregg Braden? I think he would be an interesting guest"
1277,I was waiting for this
1278,"Lex, why not invite the historian Andrew Roberts to talk about Napoleon and Churchill?"
1279,"Possibly one of the best conversations have seen in the past months.
I admire Lex Fridman going to travel. 
The answer of Steven Kotkin to Oliver Stone, Wrong Skirt and Lipstick (min 36:00 ff). And the ability to make corrections. The favourite trade (min 48:00). 
""The Ukrainian Resistance (courage and ingenuity) to the Russians is one of the greatest gifts the West has ever received."" 1:06:00
Re expenses of Ukraine 1:32:00, wouldn't it be possible to put an international tax on all Russian (energy) products? If the Russian products don't go out of business still there is the money. For poor countries like India other countries could pay this tax. 
Currently ongoing watching."
1280,"Lex....cheer up, mate ! "
1281,"Appreciate Kotkin's deep knowledge of history, however, not having any experiential knowledge of what it's like to be in a war or to have family living under a totalitarian regime who pray daily for death so their nightmare of a life will finally end is lost on him. It's like someone who's never tasted a food, but has extensive theoretical knowledge of it, describing it; in reality, he doesn't know."
1282,Stephen Kotkin 
1283,The human rights standards between East and West is the obvious metric to which those who relentlessly criticise the West from within the West generally avoid.
1284,Are u gonna be uploading from your homeland or do interviews even in the native language with subtitles
1285,"You are an amazing human being Lex, brave, smart, wise, but your kindness is what most of all I admire! "
1286,Holy shit!   Please be safe Lex!
1287,"Lex has really become a dymamic pod caster, not having a need to interject his personal ego allows for his guests to be actually heard, unlike  mainstream media. Well done. This contributor however only resulted in reinforcing my stance, that is to see Russia retain its geo political strength (though I'm not optimistic) in order to provide some, if little, repluse to the US and indeed now the EU expansionism."
1288,navalny 2nd most powerful man in russia man got less than 5% in the recent election
1289,"I would not call S. Kotkin as a greatest historian of all times, just another historian with interest in past leadership of USSR and the rest transpires down in below comments."
1290,I will purchase the three volumes.  I now need to know.
1291,"Greece should charge money every time west use word ""democracy""."
1292,"While I do not agree with Mr. Kotkin in most aspects of his views, as he seems biased and letting that bias overrule facts and deeper reasons, it still is an interesting conversation.

Sorry, correction - 15 minutes in and out. Enough ""delusions"". Everyone can have his own opinions but others don't need to listen to them. I don't want to hear my own thoughts in an echo chamber but I also don't want to listen to pseudo-intellectual propaganda. And certainly not of the typical kind of the pre-revolutionary Russian diaspora in the West who have been out of touch with Russia for the last 50+ years. Still, thank you for bringing Mr. Kotkin on."
1293,"Friends, watch the International Forum that was held on May 7, 2022. The Global Crisis WE ARE PEOPLE WANT TO LIVE. It voiced the most important topics affecting all humanity. It is very important! Only together we can overcome it! This unique forum with participants from 180 countries translated into 100 languages was organized by volunteers from all over the world!"
1294,most important interview of 2022
1295,"As a counterpoint to the Stone interview I think it's clear who is more neutral, thoughtful, and peace-loving.  The comparison to ""provocative dress -> rape"" is ridiculous and off-side.  If you haven't already go listen to an interview with someone who cares about real people, not fantasy ""good guy bad guy""."
1296,2:50 lol Lex why did you just crack up man?
1297,"Huge fan but I suspect I will jot agree with his interpretation of what is going on, but we shall see."
1298,"Quite a Jeremiad.  Carthago delenda est!  The subject really does look ugly until look at the others in the room.  Would the litany be as intense if the US or Israel's rap sheet was being read out to the crowd?  Or, are these so exceptional they get a free pass?
Kotkin mentions, as an example, the 1948 Soviet coup against democratic Czechoslovakia.  ""Are you okay with that!?""  He doesn't mention the US intervention in Italy's elections that same year.  Nor the overthrow of democratic Syria, the next:  A coup that started the crisis Syria has been in ever since.  ""We are okay with that.""  Nor the coup against democratic Iran a couple of year later, which ended hope in that country and started it on its tragic slide.  Czechoslovakia, by comparison, got off easy.
He says that fact that we can talk about our crimes in coffee shops without getting arrested shows that we are better and more liberal societies.  An yet, none of our criminals have been prosecuted.  Our nations have not faced any consequence.  Of the three, it is only Russia that has had to pay any price for its actions.  Only Russia has been repeatedly sanctioned, boycotted, and de-platformed.  Only Russia has had its citizens banned and harrassed, their property seized, and their contracts cancelled.  When did the US or Israel ever experience any justice like that?
He calls NATO a defensive alliance.  But since 1990, with Yugoslavia, it has involved itself in one military intervention after another.  Interventions that have grown increasingly aggressive because of something he ascribes to Putin:  Learned impunity.  And yet, it is Russia that must be made an example and held accountable -- even to the point of the destruction and subjugation of their nation.  No punishment is too harsh.  Carthage must be destroyed!
Finally, he lays out, with approval, the prospect of Israel attacking Iran because Iran might get nuclear weapons which might pose a threat to Israel.  He doesn't realize that he is describing the next Ukraine.  A nation engaging in activities which are wholly within its sovereign rights but which are nevertheless perceived to be a possible threat to a neighbor.  This time a ""neighbor"" 1000 miles away.  Compare this to Russia, which, rightly or wrongly, is intervening right next door.  In lands populated by consanguines who were being persecuted and killed -- not in error, but as a matter of policy -- by the government in Kiev.
At this point, whether Russia was right or wrong to invade Ukraine is irrelevant.  What should concern us is the crime of intensifying and prolonging a conflict that should have already ended.  The war is being perpetuated for the vainglory of Zelenskyy, his party, and their cynical supporters in the West -- none of whose motives are not honorable.  It does the Ukrainian people and their nation no good -- either in the short term or the long term.  Only peace can do that.  It is the present and future that we should be concerned about -- and the future that we should be seeking to preserve."
1299,Interesting to contrast with Stone.
1300,This is the most lucid and coherent exposition of the current world geopolitics and the Russian invasion I have ever seen.
1301,"I have to disagree with Kotkin. Basically he said the west is good and right.
And others opposing the west are wrong, the bad guys. Very one sided opinion !!!"
1302,Navalny as a prime Minister?! 
1303,"Lex, please invite MICHAEL LEVIN, a biology professor from Tufts. He is doing some of the most interesting and provocative work in evolutionary biology today (collective intelligence, sub-cellular intelligence, non DNA biological controls, etc.)"
1304,The Joe Pesci of historians
1305,Thanks!
1306,Regarding signing documents. One could argue that none of them are legitimate since they went against the will of people in 1991 referendum.
1307,"1:26:35
Whenever someone asks on the Internet what is driving Putin's mind, he always offers a lot of bad assumptions about him from which to choose. It is clear from the tone that the respondent can say something of his own and quite original, but the negative tone is set in advance around the world.
Perhaps by attacking Ukraine, Putin prevented a third world war that would happen in 10 to 15 years.
Such a development is inconceivable to the current set of Western politicians, and it is difficult for them to predict that politicians who would try to threaten Russia would be different from them. The Russians have to think more realist because after all, it’s about them. It is also possible that there would have been wars within the Europe that would destroy EU with millions of victims, so that it would not seem that everything is just because of Russia. 28.5.2022."
1308,Are we just supposed to pretend that this guy isn't somehow related to Joe Pesci ?
1309,His hate of Russia is pouring out of my laptop's speakers. Totaly unaware of the Russian mind and heart. Disappointing .
1310,We LUV you too Lex! ;) Life is precious! ;)
1311,"why does he use ""WE"" so much?"
