,0
757,"I'm just a 66 year old peasant from the sticks who takes an interest in history and human affairs. I've never heard OS before and thought it would be interesting to hear him, as I'm familiar with many of his movies. It soon became very clear where his sympathies lie, but that's fine because I thought those things once when I was young. But when this 76 year old said things like ""Poland keeps attacking Russia"" and then, ""I'm not naive"". Well, my jaw just hit the floor and I began to feel embarrassed for him.
 Like Lex though. He is admirably curious, sounds fair minded and seems to be providing the kind of inquisition you just don't get on main stream.
 And that's all I have to say about that.🤔"
758,"The desire to understand a person's thoughts and the interview flow is fantastic, thank you @LexFriedman. But the one-sided view on Ukraine is disturbing: ""...last time I was to Ukraine eighties ..."" ""... Ukraine is run by Nationalists..."" even though the nationalistic party didn't even make it to parliament in the last election due to lack of support. ""...Ukraine would eventually attack Russia..."" - then how comes that the country can't resist Russia without weapons supplied by the western partners. These are narratives coming from RT and not supported by independent sources.
Both of you definitely need to come to Ukraine after the war ends - no one will threaten you, even Mr Oliver Stone. Russian journalists from Meduza and similar publishers were in Ukraine during the first months of war and reported a lot - still alive and trying to break through the curtain in Russia. The best way to cut through propaganda these days is to experience yourself. (full disclosure - I'm a Ukraine citizen, lived in US, and visited Russian before the invasion of 2014 multiple times - seen different worlds)"
759,Sensationalism and self indulgent ego motivated posturing!
760,Thank you and bless you::))
761,"Very interesting interview and good with another perspective. It's easy to sit in an echo chamber. However it's clear that Oliver Stone falls into the black and white thinking that he is opposing  himself. His nuance on Russia is great to hear, but equally sad to hear the lack of nuance, compassion or open mind when talking about Ukraine or western countries.
He believes Ukrainians targets people around the world, but does not think Putin is capable of the same? It's a bit of logical fallacy going on there.
Very interesting interview Lex! :)"
762,"Many that see Putin as a victim to NATO expansion don‘t know about the Budapest memorandum of 1994. 
„The memorandum prohibited the Russian Federation, the United Kingdom and the United States from threatening or using military force or economic coercion against Ukraine, Belarus, and Kazakhstan, ""except in self-defence or otherwise in accordance with the Charter of the United Nations."" As a result of other agreements and the memorandum, between 1993 and 1996, Belarus, Kazakhstan and Ukraine gave up their nuclear weapons.“"
763,Fear and apathy. В точку.
764,Oliver is right about America but wrong about Russia.
765,"Oliver Stone is a reasonable man: common sense, humanity, sense of compromise… above all a sad impression of underlying hopelessness in the future of humanity. Most rewarding and illuminating interview, well managed by a well prepared and knowledgeable obviously very insightful Lex Fridman. And a fine knowledge of the core nature of languages often lost in translation."
766,"True American, few of those left in the world it seems."
767,"1:11:05 
Lex: “can you steel man this argument?”
Stone: “nope!”"
768,Wait I thought this channel was about machine learning... thumbs up for speaking out on this sensitive matter...
769,Stone has become an embarrassment unknowingly running the Kremlins errands.
770,50:00 The leaders of the countries now follow social media posts and trends rather than the education they should be using
771,Oliver living in his own imeginary world. Thats what happends when you pass age 70.
772,"I can't believe he's a putin apologist , disappointing , I lost my respect for him"
773,"1:11:00
No one ever answers the steel man argument question. I wish Stone would have.."
774,Love is what makes the world go round In God We Trust first and formost never let anyone tell you otherwise God first hallelujah amen 🙏
775,"This feels like the bargaining stage for the death of Lex’s hero prior to depression and acceptance.

This other country has done equally bad things so really it’s not so bad.

Textbook false equivalency."
776,"I would be afraid of Trump too, if I believed all of the lies about him.  People that say they voted for Biden, because they were afraid of Trump just strike me as out of touch.  Just look at where we are now..."
777,The amount of bollux this guy can stutter through is amazing.
778,Oliver Stone is Soloviev on Steroids 😁
779,"Here is my question, why we all should listen to a movie director for geopolitical expertise? What anything else did we know a movie director could do other than tell a group of over-paid people with pretty faces to pretend to have a story in front of a camera, in order to manipulate other people's emotions."
780,It's so sad to see Oliver become so easily impressionable due to old age at minute 38
781,"""Brzezinski (advisor to the U.S. president) was a Pole. [...] Poland has always been attacking Russia. [...] The two world wars that occupied Russia, tragically - entry points were always through Poland and Ukraine."" (22:40) ... what an utterly weird perspective."
782,"Guy talks a ton of russian bunk without any pressure back from the Lex. I'd love to hear some real data on those countless murders of Ukrainians by Ukrainian army he talks about, and also proper timeline of Ukrainian troop buildup with what was going on - keeping in mind russian troop buildup started in early 2021."
783,"I grew up in communistic Poland. In the official talks USSR was called big brother. The regular people could not say anything positive about our neighbor, USSR. Here is the Polish joke: ""why we call USSR our big brother? The answer:  the friend could be selected and chosen, the brother not."""
784,"I wonder why  the energy industry isn't using Geothermal? The Earth is warm to hot everywhere, not just in volcanic areas, drilling a deep hole outside a coal fired plant could use the turbines and generators instead of building new, using a more  volatile fluid than water in a double tube providing up and down in the same hole and more than one hole to provide greater volume. Some modification would be necessary but it would be so much cheaper for the mega corporations that already own the power plant. Just a thought that hit me hearing them talk about nuclear power."
785,God bless Oliver Stone's honesty and courage in the face of the unrelenting propaganda war waged by the West. But I now understand better why Lex toed the line so hard on Joe Rogan's podcast.
786,"idk..while he makes many very interesting arguments and points, on the other side sometimes it feels like he's loosing touch with reality..."
787,Mr. Stone is lucky being able to question his country without risking beeing sent to jail.
788,"""Talk to the Guy!"" Exactly. Biden should act presidential and just go talk to Putin."
789,"I hope they will allow Lex to interview Putin, once they capture him."
790,"Lex thanks that you enterviewed him, but from your opinions it is like you do not listen to him. Did he specified that Ukraine was shelling Dombas before Russia attacked. I think Putin couldn't see anyway, and he needed to act, as sad as it is."
791,"Oliver Stone is one of the wisest, bravest men I have ever had the pleasure to know"
792,good man respect
793,"My feed automatically went into this interview. My hands were tied with a bluetooth earpod on & normally wouldn't have clicked onto it. I started listening and couldnt stop...fascinating interview by a knowledgable pro. The yield is an objective conversation between informed and pragmatic adults. In comparison, current American pop media & S. Colbert are childish, emotional embarrassments. Glad I tuned in."
794,"Good interview, but I sense that the interviewer is trying to get Mr. Stone to say something negative about Putin the whole time.
It's also strange that neither one of them brought up the subject of the more than 30  bioweapons labs in Ukraine.
While any war is a horrible thing for the civilians population, it becomes a necessary solution when the situation threatens the very existence of an entire country with a way larger population like Russia.
It's very hypocritical that many people are very quick to blame Putin for the whole situation but forget the US response during the Cuban Missile Crisis."
795,"No wonder that Vladimir Lenin was calling this type of people ""useful idiots"".  I think if he had had a chance to talk to  Vladimir Bukovskyi, maybe he might be able to see a little better that kind of ""honest man"". It is amazing how even smart people are happy to see what they hope to be the truth...."
796,"1:24:40 Everyone needs to understand what Mr. Stone says here, especially how he responds to Lex's obvious Neoconartist/Neodemonic ""social justice"" conditioning he's been dead frightened of lately in his emails and his published criticism."
797,WOW!!!  Oliver has the best and clear explanation of what’s really going on.
798,"I always had a big respect to Oliver, but this one sided story he were telling just sucked off the whole respect thing out of it.
Felt like Lukoil/Gazprom money was talking and not Oliver."
799,"There are, were, bad actors in all societies. The worry is that if a US or ANY other Western politician behaves badly, there is an assumption all are suspect. Views of Chomsky, another whom I otherwise admire - again with similar reservations. 
In Western societies, these are called out - imagine Oliver doing this against Russia, (China, Iran etc.) He would need to be a lot luckier based there, than here! 

TFG, like Oliver, also admired and trusted Putin, including private talks with NO American present. 
Putin spent a life dissembling - in my view effectively, Oliver, with having US suspicion baked in.
Many who did what Oliver does safely in the West are now dead or in prison.
 
Anybody who can pretend the apparent facts in Ukraine are somehow inventive must place serious doubt on their views. The thousands of Russians massed are accepted.

Crucially, that the West/Ukraine deliberately invading Russia, or Russian separatists could ONLY be calamitous for all. As we are all experiencing - and the poor in 3rd world worse than all.
It would clearly be madness from everyone's point of view. 

Just ignored. Sorry Oliver. Blinded now by anti-western bias. Also ignored the thousands of Russians suffering/leaving, against Putin. 
ALL Western stooges? Really?"
800,comparing Putin to HW Bush is apples to oranges
801,"@Lex Fridman Please interview ex-UN weapons inspector, Scott Ritter! Thanks!"
802,"I used to be a passively brainwashed so called liberal with blame not of my own but the American media including Colbert's, until I met a Russian friend, a low key, wise, kind, intelligent person, who told me if it weren't for Putin, Russia wouldn't be what t is today (would be in a misery that used to be there), and that's why we love him so much. That's a turnaround point for me. With THAT and all the new found history and information hidden, distorted by the MSM, I was able to come out of the ages old propaganda I was born immersed in. Now i look at all the people manipulated by the empire's rhetoric control machine with empathy and pray that they wake up to reality as soon as possible."
803,"Lex, I love your podcast, and the Western narrative should definitely be questioned, but Oliver is spouting pure lies and propaganda. If you are going to give someone like him a platform, I would strongly suggest you be prepared to question him and challenge him when he makes false claims."
804,"Stone looks way diffrent than other videos. Seems confused, should watch Vice 2014 piece on Ukraine."
805,"We cannot analyze the Russian invasion of Ukraine
without taking the Donbas conflict, which has been

ongoing since 2014, into account.”

Ukrainian forces had built up on the border, and Stone believes Ukraine was actually

planning to invade Donbas. Russia then responded by sending forces to the border, but

this buildup on both sides has been largely ignored by Western media, which portrayed it

as a sudden and unprovoked invasion by Russia.

In other words, we cannot analyze the Russian invasion of Ukraine without taking the

Donbas conflict, which has been ongoing since 2014, into account. Stone is convinced

that Poroshenko was instructed, from the start of his presidency, to refuse negotiations

with Russia, and to maintain a hostile stance.

“This is very, very dangerous,” Stone says. Zelensky, also, has maintained this stance

since 2019. “The whole world is being hurt by this, and no one is calling it out.”

Stone believes Putin realized that the U.S. is intent on regime change in Russia, and are

willing to destroy Ukraine to do it. So, he took action. Fridman suggests the Ukraine

conflict may in reality be a proxy war between Russia and the U.S., and Stone seems to

agree with this theory. But that still doesn’t give us any greater insight into this war.

Putin could have surrendered the Donbas and offered safe harbor for the refugees. He

chose not to, but why we don’t know.

Whatever the reason, Stone is convinced that it was a calculated move — and not one

based on the misuse of power. He also points out that Zelensky had mentioned bringing

in nuclear weapons into Ukraine shortly before Russia’s invasion, which could have set

off alarms and influenced Putin’s decisions.

Stone also warns that the U.S. is more than capable of a nuclear and/or chemical false

flag. A small nuclear device could be set off in the Donbas, and even if it didn’t make

sense, the propaganda machine would automatically blame it on Russia. Of course,

Russia also has a significant nuclear arsenal, which could be brought to the fore.

“Can we walk back from the brink of nuclear war?” Fridman asks. “Yes,” Stone replies.

“What do we need to walk it back?” Stone replies:

“Reason. Reason, and then diplomacy. Talk to the guy. Mr. Biden, why don’t you

calm down and go talk to Mr. Putin in Moscow. And try to have a discussion

without falling into ideologiesver Stone, an award-winning film director, was the executive producer of “Ukraine on
Fire,” a documentary that came out in 2016. Stone also interviewed Russian President

Vladimir Putin between 2014 and 2016. The interviews became the documentary series,

“The Putin Interviews,” which aired in 2017



Stone recently sat down to talk to Lex Fridman about Russian president Vladimir Putin

and the Russia-Ukraine conflict



“Ukraine on Fire” focused on the Maidan Revolution that began in 2013. After months of

peaceful protests against the Ukrainian government’s decision to not sign a

comprehensive free trade agreement with the EU, favoring an offer from Russia instead,

deadly violence broke out



Petro Poroshenko was elected president in a special election in May 2014. According to

the official story, Ukrainians were dissatisfied with President Viktor Yanukovych’s

“growing authoritarianism,” and his refusal to sign the EU association agreement.

Yanukovych and other high-level officials, however, claim the violent revolution was

orchestrated by the U.S. for the purpose of regime change



Stone speculates that Putin’s decision to invade Ukraine may in part have been influenced

by a realization that the U.S. is intent on regime change in Russia and is willing to destroy

Ukraine to do it



on Fire,” a documentary that came out in 2016.

Stone also interviewed Russian President Vladimir Putin between 2014 and 2016. The

interviews became the documentary series, “The Putin Interviews,” which aired in 2017.

So, Stone has some insight into both countries. Fridman, meanwhile, is half-Russian,

half-Ukrainian.

Ukraine on Fire

“Ukraine on Fire” focused on the Maidan Revolution that began in Kiev in 2013. After

three months of peaceful protests against the Ukrainian government’s decision to not

sign a comprehensive free trade agreement with the EU, favoring an offer from Russia

instead, deadly violence broke out.

Petro Poroshenko was elected president in a special election in May 2014. According to

the official story, Ukrainians were dissatisfied with president Viktor Yanukovych’s

“growing authoritarianism,” and his refusal to sign the EU association agreement, so

they overthrew him.

Yanukovych and other high-level officials, however, claim the violent revolution was

orchestrated by the U.S. for the purpose of regime change. Leaked conversations

revealed top-level officials discussing how to implement a coup to overthrow Ukraine’s

democratically elected government.

You can read more about this and see the film in my previous article, “Ukraine on Fire:

2016 Documentary by Oliver Stone.” The current president of Ukraine, Volodymyr

Zelensky, a former comedian and actor, was voted in in April 2019.

Putin, the Leader and the Man

In this interview, Fridman and Stone primarily focus on Putin — how and what he thinks,

based on Stone’s perception of the man — and Russia’s incursion into Ukraine. Stone



presents a different side of Putin that many Americans probably have never seen, and

explains why Putin’s behavior is, perhaps surprisingly, rational.

The U.S. has a long history of anti-Soviet bias. As noted by Stone, the American stance

was that capitalism works and communism doesn’t. Modern Russia is no longer

communist, yet the U.S. antagonism against Russia remains, while the U.S.

government, ironically, is now doing everything in its power, and beyond, to implement

communism here.

Stone notes that Putin is “very much a market man,” and has been very clear that he

believes national sovereignty is paramount for world peace and harmonious relations.

Putin insists that all nations must be sovereign, “and I believe the United States has

never accepted that,” Stone says. The U.S., Stone believes, is far more interested in

keeping nations subservient to it and its ideologies.

According to Stone, Putin has a generally good reputation in other countries for being a

man who promotes the interests of his country, but not at the expense of others.

Keeping the world in harmony, “this has always been in his picture,” Stone insists.

When asked if he thought power had a corrupting influence on Putin, Stone insists that

Putin would never last if he were acting as a dictator. The Russian people would not

keep him in a position of power — which he has kept, on and off, for about 20 years.

Russia is a functioning democracy, and the people’s displeasure would reveal itself in

several different ways. The ballot box is only one avenue by which they exhibit their

dissatisfaction. But, apparently, they think Putin’s doing a good job at protecting the

country and looking out for its needs.

Fridman, on the other hand, notes he senses a mixture of fear and apathy toward the

leadership when he speaks to Russian family and friends, and this concerns him. Stone

counters Fridman’s concerns saying he saw “far more freedom in the (Russian) press

than what is pictured in the West, and that means different points of view. Russians are

always arguing among themselves. I’ve never seen a more contentious country.”


Stone’s Experience With Putin
Part of Putin’s political longevity may have something to do with his ability to stay

unruffled. “I never saw him lose his temper,” Stone says, noting that while most

Americans tend to be emotional, Putin, in contrast, is calm, rational, balanced, mature

and respectful, even under pressure. And, contrary to charismatic dictators such as

former Venezuelan leader Hugo Chavez, Putin doesn’t try to charm you. He’s a straightshooter.

All of his interviews with Stone were granted without rules or restrictions. All questions

were allowable. Nothing was off the table. Putin also did not request to see any of the

work before it was published. “He trusted me,” Stone says.

According to Stone, Putin has “no empire intentions,” and repeatedly expressed his

desire to have friendly relations with the U.S. Unfortunately, Putin’s reputation has been

tarnished by U.S. media, people acting from a political agenda, those who never met

him, never went to Russia and don’t know Russian history. This U.S.-fabricated persona

of Putin as an enemy of both his own people and the rest of the world has made such

relations difficult."
806,"Ukraine are not aliginating you Oliver Stone, they are aliginating themselves."
807,"The nukes are in Scotland, not England. This was a major drive for me to vote for independence!!"
808,Although Mr Stone say he is for freedom of speech I do not think he is really for democracy witch is an interesting contradiction in itself and could explain why he is clearly drawn to dictators 🤔
809,"First time watching Lex. Great questions. Well researched, well prepared, and really interesting. I will watch past shows and subscribe for all shows. Thank you, Lex. I am an American living on the Russian border just 30 km away."
810,Good interview. But Lex Fridman learned nothing about Putin and his mentality and reasoning.
811,"Great interview despite being shocked and saddened to hear his stance on nuclear energy. He's still one of my idols. ( Where we going to put the waste Lex?)
 all your questions were excellent thanks a lot!"
812,"Disagree with a lot of the moronic comments but great interview and it wont stop me from watching his films, just dont agree and think he is totes wrong but good interview"
813,"wow, didn't expect Oliver Stone to be so pro-russian. even now with everything going on when everyone can see it all almost live on youtube. its truly mindblowing."
814,"My word this guy Stone is absolutely in love with Putin,just will not have a bad word said about him.
I'm confused is he an American man or a Russian?"
815,"Lex appears to have arrived unprepared. 01:39:16 ""Churchil was trying to make a deal with him [shitler] in 38"" ?! that is such a blatant lie, even tolerant Lex should have stopped this."
816,"My take, a waste of time listening to a man who has lost all perspective in the mirrored room of his own self admiration!  Apologizing, defending Putin is reckless and indefensible!"
817,"I have enjoyed Oliver Stone's movies and documentaries, but in all his rambling here Putin is blameless, Ukraine's government are thugs, you can't speak out and they're killing journalists (sounds familiar). He criticizes the Western perspective for suppressing 'the other side', but completely supports the Russian perspective and has no criticism for the Russian media. I respect his perspective for challenging the Western narrative, but he seems so wholeheartedly taken in by the Russian narrative it's hard to take him seriously."
818,He's a film maker... Not a philosopher.
819,"Russia’s Imperial project began in the 17th century — ONE HUNDRED YEARS before the US Declaration of Independence — not in the 60’s of the 20th century! The USA being imperialistic or not has got very little to do with the continuity of the imperialist ambitions of Russia.  And, Mr Stone wouldn’t be surprised by the reaction of people in Europe to the invasion, had he been born and lived in Europe. Apocalypse Now, in my opinion, is the best movie ever made, but O. Stone is very wrong in his views about the backdrop of the current war in Ukraine. O. Stone is basically repeating Kremlin propaganda. 
 Replacing one propaganda with another. Is not enough seeking the truth"
820,"The Only Way to subvert tyranny is to Live so Absolutely Free
that your mere existence is an Act of Rebellion.
In other words..don't validate their tyranny with your compliance"
821,It's funny how stone seems to treat putin with kiddy gloves.
822,"""It's not an empire. I see no evidence of it"" Oliver Stone 2022 (after Ukraine is thoroughly destroyed and lost Crimeea in 2014)"
823,You don't support and fund separatists in neighboring countries. Russia is going to feel western anger now
824,I hope this guy lives the rest of his life in Russia
825,"Dear Mr. Stone, Vladimir Putin was a card-carrying member of the communist party for 20 years, in his words ""by choice, not necessity"" and in an interview with Russia and Beyond said that ""he liked and still likes the ideas of communism and socialism"" and compared its ideas to those in the Bible. Obviously, he likes the riches that  his oligarchic rule has provided him, but you would be hard-pressed to explain to Joe McCarthy or anyone else that know his history that Putin was not, at a minimum, an ideological communist."
826,"If l did not know better, l would swear Rod Serling was being channelled from the afterlife and this was an extended epilogue from a Twilight Zone episode. Different century, same issues."
827,It feels like Stone is really projecting how he wants Putin to be. I think Lex nailed it when asked about how the charisma of a leader could affect Stone's point of view.
828,"This is an amazing interview. I live in America. I had no idea what has been happening in Ukraine since 2014. I had no idea about the death squads or censorship. I wondered why Putin compared them to nazis, but now I know. I have fresh eyes on the situation. America and the west and NATO and their push toward Russia. Thank you for this interview Lex. I find it eye opening. Things are making more sense. There is a side to the story that we Americans are not being told. I'm shocked. I'm upset. I'm sad. I've been lied to. The treacherous dealers have dealt very very treacherously. My mind goes to Bible prophecy. Norway, Sweden, Finland. The three ribs in the Bible. Amazing. Thank you, thank you, thank you Lex. Amazing interview!"
829,"Sorry, this interview has made me totally loose any ounce of respect I had for Stone. Fawning over a dictator that is invading a country and killing civilians... jeez man."
830,"Gorbachev, what a naive man. He was a joke and so easily fooled by his western counterparts."
831,The Ukrainian military increased the shelling of the DLNR 40x in the last days before Russia invaded. I think it was seen as a preparation for an attack.But either way it was a situation that had to be dealt with.
832,"17:31 Mám osobní zkušenosti z pronájmu pokojů a společného soužití s jednotlivci, muži, ženami a jedním transgenderem z Ruska, Ukrajiny, Běloruska, Kazachstánu,Maďarska, Bulharska, Slovenska a České republiky. S výjimkou občanů Slovenska jsem žádné problémy s nikým z nich neměl, rozuměli jsme si poměrně dobře, mnozí z nich mi umožnili komplexní formou nahlédnout do jejich způsobu života, uvažování a mateřské kultury. Občané Ruska, Ukrajiny a Běloruska, které jsem u sebe doma poznal, byli a jsou utečenci před Putinem respektive Lukašenkem. Každý národ, každá kultura, každé místní etnikum se nějakým způsobem liší a nějakým způsobem shoduje, nicméně vždy a za všech okolností závisí na jednotlivci a jeho etické, respektive morální způsobilosti. To jediné je podstatné, všechno ostatní je nános a obvykle, neustále, důvod k nekonečným konfliktům a válkám provázejícím lidstvo po celé jeho dějiny. Domnívám se, že prakticky všechny konflikty, jak na individuální tak na mezinárodní úrovni pramení z chyb v komunikaci, z vzájemného neporozumění a z případně psychicky nemocných lidí stojících v čele těch, kterých států. Těch je mimochodem, z mého úhlu pohledu, většina, v případě současného ruského prezidenta nemůžu mít o vážné poruše osobnosti nejmenší  pochybnosti."
833,1:26:05 - This is almost delusional it's so off. Aid to Ukrain so far is $54B. COVID response was $4.6T.
834,Funny how he’s blaming everyone but Russia/Putin for the flailed invasion.
835,"Its really interesting how Stone repeatedly speaks to the importance, of nation states maintaining there sovereignty. Yet he can’t see that Ukraine and the Ukrainians have a legitimate interest, in not being subjugated by Russia."
836,"omg... oliver stone lives in a nutty reality; he doesn't remember names (""medvedev""; ""that great newspaper in russia"", etc, etc...).
unreal. the man is embarrassing.

and, i understand you, lex, you try to put your counterpoints into cute phrases, but you should challenge someone like oliver stone a little more directly.

again, oliver stone is beyond nuts."
837,"If Ukraine was neutral as Oliver Stone puts it,  Yanukovych wouldn't have fled to Russia to live in a big a$$ house in 2014.
He is more accurate on his historical views of the United States, but his views on Russia n Ukraine are all over the place."
838,jeeze Oliver in love with Putin much ?
839,"His love of Putin is quite shocking to me, who invaded whom, both times Mr. Stone?  I was also surprised at his use of “what about Ian” as justification in support of Putin."
840,@nuclear power or rather decarbonization - the coal may be a different but oil and gas do not get used in energy only but serve also as a chemicals in certain technological processes that are crucial for us and difficult to replace. As for methane - there are deposits which will be released if temp. raises and we can use that to burn. Once burnt there is no methane but (assuming effecting oxidation of clean gas) we get co2 and h2o and heat. That is it. You could use the nuclear and to lesser extent so called renewables to produce synthetic fuels from CO2 that would be best as the bateries and H2 as energy storage are really bad which in case of H2 is not going to improve due to physics of it and in case of bateries it is going to end up with physical limitations too just the physics and chemistry are more complex and there is always hope to get it better). But this is another discussion altogether.  The point is that nuclear is not the end of it. We need follow up tech not because of the greens and climate but because the hydrocarbons are also limited so at some point it will be necessary. The nuclear with the currently most popular technology (water pressureised) is just a dead end. There are others that seem to beeasier to get into passive safety as well as burning more of the fuel that the current ones do leaving less waste in a pocess too.
841,stone seems to have either forgotten or conveniently overlooked the massive nuclear waste problem.
842,"Ollie needs to move to Russia. He had me with some of his conspiracies, but lost me with the US using Nukes and chemicals to blame Russia."
843,"The extreme lack of historical knowledge needed to buy what Oliver Stone is selling regarding Putin is hilarious. I watched his documentary and the historical section is frankly comedy for me to watch, i.e convieniently not mentioning how the holodomor made Ukrainians despise Russia (which explains why some joined the Nazis once they came onto their land). Another example is how the molotov ribentropp pact was not described as a Soviet-German pact but some kind of ""European"" pact. It's absolutely laughable how generously it portrays the Soviets then, and thus Russia now, since Putin is trying to rewrite history for his own propaganda purposes. If you believe what Oliver has to say about Putin it's a wonder you didn't walk into traffic while growing up - you give the word moron a new meaning."
844,"Portola Expedition when it crossed the Santa Ana River near about experienced an earth quake...study now thinks it was 7...I'm very glad San Onofre shut down, though stored rods are there...tidal waves, wars...we can go back to pre industrial ways and means...see Robert Graves New Crete...too many too wealthy...an industrial world is not what we are, we're not cyborgs...we dont need technology...🦄"
845,"Writing from France: I used to watch the French version of RT (Russia Today) which struck me as generally very good and never felt like just a Russian propaganda mouth-piece. It presented an alternative point of view, often more nuanced than MSM. I was shocked that it was suddenly pulled on the say-so of a just a few voices somewhere within the EU power structure. There are still some alternative French sources that present a much more balanced view on the war in Ukraine, notably Xavier Moreau on STRATPOL who spent 15 years in Russia and has many contacts in both Russia and Ukraine. The French mainstream news is no better than the US mainstream in that they have a set narrative to push (whether they believe it or not) lest they be seen an apologists for Putin."
846,By the way…..Oliver…..Fission is dangerous…
847,"I appreciate this podcast for providing a different viewpoint on the ongoing situation.
What I do feel is that it may have helped a bit more to start at a bit lower level and then move up. 
With this I mean that Oliver Stone mentions things like a nazi regime in Ukraine, Russia being defensive and not imperialistic and the United States being threatening towards Russia. 

While I do see that, as a European getting only second-hand information from news sources and the internet, my perception on this conflict is biased, some of these elements make it hard for me to follow his arguments or views, as I cannot comprehend the concepts they are based upon. 

For instance, when mentioning Ukraine aggression in the Eastern regions from 2014-2022 as something that is missed by the western media, I can sort of see that, however I feel this can be seen largely in response to the Russian invasion of Ukraine in 2014. Obviously a sovereign country that is under active invasion will display aggression in order to defend itself. 
This brings me to the mention of Russia not being imperialistic; from recent memory (keep in mind I'm in my 20s and thus only somewhat familiar with the 21st century events), Russia has been the only country that has been invading other countries (be it Georgia or twice Ukraine now). To me there is no place and should be no tolerance world wide for invading another country in the 21st century, so I cannot understand how the facts of these invasions can be aligned with the statement of Russia not being imperialistic. 

I would love to see more coverage of these initial concepts such that I can have a better understanding of them later on, especially since this is the very first time in my life where I am encountering a situation where I just cannot grasp the goodness on the other side and that scares me, as there should be. However in my current belief, one cannot justify invading another country nor assimilating any territory of another country, furthermore I have never sensed any desire from anyone in the west to invade Russia (imperialism is not of this age anymore and we'd much rather work together), so these ideas that NATO is threatening Russia are strange to me as the entire point of NATO seems to be to prevent situations like this where Russia is consciously continuously deciding to cause pain, suffering and death to thousands of ordinary civilians. 

Anyway, I feel like I am rambling which I do not want to do, as I don't feel like bringing up my whole perspective is very useful in this comment section. Instead I hope that you can provide more content like this, as I think it's very useful, however maybe make sure that concepts on which controversial arguments are built are better explored at the start. Which I can also understand may be hard to do, as everyone's level of understanding is at a different place so it's hard to find a good starting point. 

That said, great podcast, thanks again for the content Lex. 
I hope this comment is not seen in any negative light towards anyone within the podcasts or anyone's world view who may be reading this. I wanted to share a bit of my current understanding to show how some concepts argued may be too big a leap for me to understand from where I am at, which makes it hard for me to fully understand some the rest."
848,"Brilliant and certainly refreshing, in light of the restricted news media in the U.S.  I read ""Russian Dissidents"" on Substack, and many of these young bloggers feel that Mr. Putin does favor certain oligarchs and enjoys popularity with pensioners and the middle class only.  Younger, better educated Russians do not share any enthusiasm for this Ukraine war and hold Mr. Putin accountable for advancing this ""Z"" agenda.   Again, thank you for this   presentation."
849,Great interview.  Oliver Stone is a clearly a socialist but his points are well made about the West’s miscalculated and arrogant approach to dealing with the USSR and Russia.  Listening to this discussion made me assess the two opposing systems of society and economics. Clearly communism is an unsuccessful system but it’s also true that unbridled capitalism without a moral populace has clear problems as well.
850,What is wrong with them? A microphone holder and a old man that has been wine and dined to much by Putin?
851,The British mercenary arrested by Russia had a notebook on his person. In it were co-ordinates for a mass grave for 280 civilians murdered.
852,An example that one can be so smart and so stupid simultaneously~
853,"It's funny how people always assume the ruling elite elsewhere is different.
They care about the people & the country and the rest of it, like they were saints from the parallel, better universe.
If you believe that up to your forties, fair enough, but beyond that point it's hilarious ... 🤣"
854,Oliver Stone is an outstanding human being and certainly he knows what he's talking about when he talks about the US way of dominating the world but the way he describes Putin and the responsibilities of the current aberrant devastation an death Putin and his partners (Chechens...) are committing in Ukraine is shoking. I hope he'll change his perspective in the future.
855,"With the utmost respect I fail to agree with Mr. Stone re: nuclear energy. He makes the mistake of assessing the danger of nuclear energy on terms of people killed in nuclear accidents. The much greater danger and devastating threat is to the bio-sphere. Fukushima's continuing disaster for example threatens the entire  northern  Pacific ocean basin. Mines tailings just as Chernobyl become wastelands. Consequently, no Mr. Stone I do not agree with you nor do I agree with Patrick Moore who is no longer associated with Greenpeace. Not until we have exhausted development of more innocuous methods. What is holding back widespread expansion of geothermal?"
